Index|Speaker|Text|Timestamp Marker
830|2|Moon River wider than a mile.|
831|2|OK.|[00:45:06]
832|2|So do you remember we did on sets?|
834|2|A while back.|
835|2|Let's just really quickly recap those.|
836|2|So you can stay on the wall or you can|
837|2|Step away, just be careful of that.|
838|2|We're slightly doing that again.|
839|2|So make sure it's that part of the head that's on the floor.|
840|2|That's it.|
841|2|And keep those knees soft so we're not really upright like a soldier.|
842|2|Hopefully it just feels quite comfy.|
843|2|We're going to do the onsets, but I'm going to do it down here.|
844|2|Let's do it here, actually.|
845|2|We're going to, no, we'll do it here.|
846|2|Sorry, being really indecisive.|
847|2|So your attractive state is, yeah, glottal.|
849|2|Oh, actually, no, smooth, wasn't it?|
850|2|Smooth and staccato almost.|[00:46:00]
851|2|So we're going to do, let's do a brat.|
852|2|So we're going to go, A, E, A, O.|
853|2|That's it.|
854|2|And again.|
857|2|Always hear that, the breath.|
858|2|It feels quite held.|
860|2|Ah, eh, ee, oh, ooh Back down.|
861|2|Ah, eh, ee, oh, ooh Can you feel that?|
862|2|Ah, eh, ee, oh, ooh That feeling of it being quite held, does that feel quite familiar?|
866|2|To do...|
869|2|Nice.|[00:47:01]
870|2|That was lovely.|
871|2|So that was an aspirate abrupt.|
872|2|So that was slightly breath.|
873|2|It's like breath before sound, whereas the abrupt one was.|
874|2|I'm going to hold it to the very last moment and then I'm going to let them both out at the same time.|
875|2|Yep.|
876|2|Whereas this is ha, hey, breath first.|
877|2|We're going to do breath first and then continue that breathy tone.|
878|2|So it'll go ha, hey, he, ho, ho.|
879|2|So it's all breathy.|
880|2|7, 8.|
882|2|That's it.|
883|2|So you might end up being in the thinner vocal cords, which is fine.|
884|2|And it will be quiet.|
885|2|So letting that happen.|
886|2|So that's wanting to go abrupt, all breathy.|
887|2|So it's wanting to go, yeah, but just less.|
888|2|So for a shorter period of time, but keep it all breathy.|[00:48:00]
889|2|You can't push loads of air out, otherwise it all...|
890|2|Either clear up.|
891|2|So it's just being kind of slow and low, which is something you said earlier.|
892|2|Seven, eight.|
893|2|Yeah, you got it.|
894|2|Kind of sounds like dying breath kind of stuff, doesn't it?|
895|2|Mind your head.|
896|2|Good, and again.|
898|2|So if we do, we're going to do it on a hoo, we're going to go, hoo, all of an hoo, but slightly breathy.|
899|2|So breathy the whole way through, aspirate gradual, the whole thing's going to breathy.|
900|2|Starts with breath,|[00:49:03]
901|2|Stays with breath, ends with breath.|
902|2|You might need to breathe more.|
903|2|It's okay.|
904|2|But this is just an exercise.|
905|2|I'm not saying that you'd necessarily sing it like this, but just to free it up a little.|
906|2|Six, 7, 8.|
907|2|So just an ooh.|
908|2|A ooh the whole time.|
909|2|Six, 7, 8.|
911|2|Yes, we don't need to push it out.|
913|2|It's like it's almost like the breath is like suspended.|
914|2|That's it now.|
915|2|Good, and breathe again.|[00:50:05]
916|2|Nice.|
917|2|Now just sing the words.|
918|2|Just sing it, and we're aiming for that kind of soft.|
919|2|Be careful of that head leaning against.|
920|2|You can stand up if you want to.|
921|2|Take a step away.|
922|2|Six, and you can let go of the hands.|
923|2|Six, 7, let go of that breath.|
924|2|Go straight away.|
925|2|Ready for an abrupt, yeah?|
926|2|We don't need that much and we're going for soft anyway.|
927|2|We're not necessarily going for a completely aspirate thing, we're just going to see how it's affected it.|
928|2|Six, 7, 8.|
929|2|So we're just singing it again.|
930|2|We're not trying to sing it like aspirin.|
931|1|Okay.|[00:51:00]
932|2|Yeah, we're just singing it.|
933|2|We want to see how it's affected it.|
939|1|Um, yeah, it...|
940|1|me, I have to go away and work on it, but I'm getting a hint of something different that's a bit of practice.|
941|2|It's different.|
942|2|I think it's just, obviously we went really breathy.|
943|2|I'm not saying that that's what we do.|
944|2|So it's just to kind of, it's kind of to steer you off a habit.|[00:52:02]
945|2|Does that make sense?|
946|2|So, it's you're doing exercises in order to affect the overall sound, rather than it sound like that exercise.|
947|1|Does that make sense?|
948|1|Yeah, it does.|
949|1|And what's interesting is I realise I've got a kind of canister that's waiting to explode most of the time, and I'm just trying to let out little bits of breath, whereas actually...|
950|1|I need to change my thinking, or at least have a go at changing my thinking.|
951|2|Yeah, So I'm fine.|
952|2|It sounds very different.|
953|1|Yeah, it does.|
954|2|So if I take it up a little bit, because I can't sing quite.|
955|2|So if I went...|
956|2|So it'd be here.|
957|2|So it'd be here if I went...|
958|1|Yeah, that's right, that's right.|
959|2|Whereas if I went...|
960|1|Yeah, absolutely, absolutely.|
961|2|It's very different.|[00:53:00]
962|2|And actually it's a lot more free.|
963|2|So I think for you, rather than thinking, I need to let more air out, because I think in a way that's going to maybe make you go, I do it that way.|
964|2|I think for you, exercise, so the exercise is very good for you.|
965|2|And to practice your paradoxical breathing.|
967|2|You can zhush things on the floor so that you've got that happening instead of that happening.|
968|2|But I think there is probably a large portion of, if you're holding it in, that maybe that's why that's happening as well.|
969|2|Yeah.|
970|2|So freeing up, that's absolutely not the page.|
971|2|I've turned it too many times.|
972|2|So you're not doing the Wizard of Oz.|
973|2|So moving the shoulders, again, you can't, that feeling of frees that up a little bit, which is why that's feeling easier.|
974|2|So it's almost like a holding of the breath.|[00:54:00]
975|2|Holding of the breath, which is a buildup of pressure.|
976|1|Yeah, that's right.|
977|2|Which actually, I think in a way that's what's going to help you more.|
978|2|So you can absolutely practice.|
979|2|I think that's why|
980|2|it kind of looks like that, just because you're holding on to it.|
981|2|I think if we can get out of that, then that's helpful.|
982|1|Maybe I'm too kind of concerned about compression.|
983|1|And also something I noticed there was when I'm singing Breathy Like That, there's more of a want and quieter, more of a want to go to falsetto.|
984|2|Which is okay.|
985|1|Yeah, yeah, sure.|
986|2|Do you know what I mean?|
987|2|Like it's kind of...|
988|2|on this like it might be utterly appropriate.|
989|1|Yeah.|
990|2|So what we're going to look at is next time I see you.|
991|2|So even more to keep up exercises that keep the air flowing.|
992|1|Yeah.|[00:55:03]
993|2|So you've got with quite a high content and quite gentle in that respect.|
994|2|So it's not it's not that it's.|
995|2|So you can feel the difference between...|
996|1|Yeah, sure.|
997|1|So if I just think that's it, isn't it?|
998|2|But not like a like a very...|
999|2|I don't know, maybe you are being Edith Pierre.|
1000|2|Do you know what I mean?|
1001|2|That kind of...|
1002|2|It's a soft rather than a...|
1003|2|Does that make sense?|
1004|2|Because that creates something different.|
1005|2|in the throat.|
1006|2|So we've got a which is soft.|
1007|2|We've got we'll do some more things as well.|
1008|2|So we did Aspera on set.|
1009|1|What was the one thing we did before?|
1010|2|We did.|
1011|2|I think sometimes when you just kind of.|[00:56:01]
1012|1|Go.|
1013|1|But has a better value, do you think?|
1014|2|Yeah, because it's a high air frozen.|
1015|2|That might even make it work for you.|
1016|2|I'm just getting it moving, but then just singing the songs.|
1017|2|I don't then want you to think, I need to do it like this.|
1018|2|You don't.|
1019|1|I know I don't, but I'm looking for ways...|
1020|1|To be less disappointed with my voice, please don't.|
1021|2|Be disappointed in your voice.|
1022|2|You have an amazing voice.|
1023|2|It just fades.|
